year_built,sold_price,baths_full,lot_sqft,sqft,baths,garage,stories,beds,price_per_sqft,age_of_house,sold_year,year_built_scaled,sold_price_scaled,baths_full_scaled,lot_sqft_scaled,sqft_scaled,baths_scaled,stories_scaled,beds_scaled,list_price_scaled,price_per_sqft_scaled,age_of_house_scaled
,,,,,,,,,,,,0.6314302056555936,1.807100837617991,-1.0773560807063711,-0.0166562988036643,1.6551309164111223,0.9158011593537,0.6051788925132615,-0.1256781435304234,2.017001004631176,0.18472227919115,-0.6314302056555932
1963.0,307000.0,1.0,7754.0,1493.0,2.0,2.0,1.0,4.0,205.6262558606832,61.0,2024.0,,,,,,,,,,,
1920.0,637500.0,2.0,,1015.0,2.0,0.0,1.0,2.0,628.0788177339901,104.0,2024.0,,,,,,,,,,,
1998.0,212500.0,2.0,,1368.0,3.0,2.0,2.0,3.0,155.33625730994152,26.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,1.5118351400779348,0.6202105129083522,1.594058201005347,-0.0297533787580244,1.0302276618358317,1.8719740635512985,0.6051788925132615,0.7048341245417549,0.6554028105761225,-0.195336262903751,-1.5118351400779344
,,,,,,,,,,,,0.8586314790549074,1.8028898601260612,,,-0.1551558313791531,-1.952717553239096,,,,1.720508448636428,-0.858631479054907
,,,,,,,,,,,,-0.0217734553674338,1.3202065651136488,0.2583510601494879,-0.0331307822175116,0.5212858359446153,0.9158011593537,-0.7956481421658727,3.1963709287582893,1.180622978013829,0.5652620263484264,0.0217734553674342
1897.0,222000.0,2.0,4400.0,1725.0,3.0,0.0,2.0,4.0,128.69565217391303,127.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,0.2906282955566228,-0.3905030409826883,0.2583510601494879,-0.024351623261821,-0.992655038541914,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,-0.3696465383246725,0.4640983367554447,-0.2906282955566223
,,,,,,,,,,,,-0.1069739328921765,-1.4116650827755788,-1.0773560807063711,-0.0331307822175116,-1.1266549116879556,-0.9965446490414972,-0.7956481421658727,-0.9561904116026017,-1.3427048207060108,-1.0883987800364618,0.1069739328921769
,,,,,,,,,,,,0.915431797404736,0.6569776101347612,0.2583510601494879,-0.0338894166029526,0.3048245024010094,0.9158011593537,0.6051788925132615,0.7048341245417549,0.6549296866138625,0.2322923679086065,-0.9154317974047356
1989.0,540000.0,2.0,13939.0,1506.0,2.0,2.0,1.0,3.0,358.56573705179284,35.0,2023.0,-1.2713804590636602,-1.1800613207194592,-1.0773560807063711,-0.0340195464106225,-0.8818474511326871,-0.9965446490414972,-0.7956481421658727,-0.1256781435304234,-1.1319018108546242,-0.845159402307653,1.2713804590636606
,,,,,,,,,,,,0.5462297281308509,1.662348486332916,-1.0773560807063711,-0.0341061337396266,1.1345929476514989,-0.0403717448438985,0.6051788925132615,-0.9561904116026017,1.7068419627051958,0.3742093323282853,-0.5462297281308505
1970.0,75000.0,1.0,20038.0,980.0,1.0,0.0,1.0,3.0,76.53061224489795,54.0,2023.0,0.4610292506061081,1.4933830144692473,1.594058201005347,-0.0328055821054186,1.0753237729907494,0.9158011593537,0.6051788925132615,-0.1256781435304234,1.6279879689952008,0.3082579248657332,-0.4610292506061078
2000.0,494800.0,,,1635.0,0.0,0.0,,,302.62996941896023,24.0,2023.0,,,,,,,,,,,
1905.0,347000.0,2.0,4792.0,2226.0,2.0,2.0,,5.0,155.88499550763703,119.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,0.5462297281308509,-0.8484468432300155,0.2583510601494879,-0.0344313338517196,-0.3239441331304172,-0.0403717448438985,0.6051788925132615,-0.9561904116026017,-0.8170115293060441,-0.7226934345820932,-0.5462297281308505
,,,,,,,,,,,,0.7166306831803363,-0.8116007901756328,0.2583510601494879,-0.0334557335154407,-0.8328859590216334,-0.0403717448438985,-0.7956481421658727,-0.9561904116026017,-0.8164858360146442,-0.3561714911801713,-0.7166306831803358
,,,,,,,,,,,,0.319028454731537,-1.1011054927457822,-1.0773560807063711,,-1.2310201975036228,-0.0403717448438985,2.006005927192396,-0.9561904116026017,-1.0819609481716272,-0.4340338583485781,-0.3190284547315365
1983.0,230000.0,2.0,1363.0,1364.0,3.0,2.0,3.0,2.0,168.6217008797654,41.0,2024.0,,,,,,,,,,,
1995.0,651000.0,2.0,13504.0,3521.0,3.0,4.0,1.0,3.0,184.89065606361828,29.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,0.801831160705079,-0.587892610916881,0.2583510601494879,,-0.499174736475241,0.9158011593537,0.6051788925132615,-0.1256781435304234,,-0.339483028943857,-0.8018311607050785
,,,,,,,,,,,,-1.4133812549382314,-0.5431509750651307,0.2583510601494879,-0.0344313338517196,-0.1551558313791531,-0.0403717448438985,,2.3658586606861114,-0.5010698611746641,-0.5040665437002126,1.4133812549382316
,,,,,,,,,,,,0.8586314790549074,-1.0063584991773695,1.594058201005347,-0.0329506407629169,-0.2608095775135322,0.9158011593537,-0.7956481421658727,-0.1256781435304234,-0.974719516726034,-0.9082407395198234,-0.858631479054907
1973.0,174632.0,1.0,,864.0,1.0,1.0,2.0,2.0,202.1203703703704,51.0,2023.0,-1.867783801736859,-1.1011054927457822,0.2583510601494879,34.560807193046976,0.11928621650649,-0.0403717448438985,,0.7048341245417549,-1.1056171462846258,-1.0992906895500285,1.8677838017368595
2001.0,270000.0,2.0,29185.0,1670.0,2.0,2.0,,4.0,161.67664670658684,23.0,2023.0,,,,,,,,,,,
1979.0,345000.0,2.0,9304.0,1564.0,2.0,2.0,1.0,3.0,220.58823529411765,45.0,2023.0,1.4834349809030205,-0.0062513448441264,1.594058201005347,,0.4684589628774258,0.9158011593537,0.6051788925132615,-0.1256781435304234,-0.0069181672586954,-0.3631966404024692,-1.4834349809030205
2007.0,241000.0,2.0,2420.0,1955.0,3.0,1.0,3.0,3.0,123.27365728900256,17.0,2023.0,1.4550348217281064,2.399269547420569,0.2583510601494879,-0.0292288785007238,1.2879197255782195,0.9158011593537,-0.7956481421658727,-0.1256781435304234,2.495381899805146,0.7033222134519513,-1.455034821728106
1992.0,667500.0,1.0,74488.0,3040.0,3.0,6.0,2.0,3.0,219.57236842105263,32.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,-0.4193756838162331,0.3464180201049646,0.2583510601494879,-0.0322636648566517,-0.156444291697865,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,0.2874700759252858,0.3406364650868743,0.4193756838162335
2018.0,250000.0,2.0,2000.0,1220.0,2.0,0.0,2.0,3.0,204.91803278688525,6.0,2023.0,-1.1577798223640032,0.3990552387540826,0.2583510601494879,-0.0336726994662786,0.1502092641555766,-0.0403717448438985,0.6051788925132615,0.7048341245417549,0.1297620885052958,0.1365979490100284,1.1577798223640037
1965.0,440000.0,3.0,7841.0,1669.0,3.0,2.0,1.0,4.0,263.63091671659674,59.0,2023.0,,,,,,,,,,,
2000.0,25000.0,,12005.0,1635.0,0.0,0.0,,,15.29051987767584,24.0,2024.0,,,,,,,,,,,
1956.0,642500.0,2.0,13068.0,2046.0,2.0,0.0,1.0,4.0,314.02737047898336,68.0,2024.0,,,,,,,,,,,
1961.0,399950.0,1.0,21344.0,1084.0,1.0,4.0,1.0,3.0,368.9575645756457,63.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,0.915431797404736,1.3202065651136488,1.594058201005347,-0.0337530664411875,0.612766518573163,0.9158011593537,0.6051788925132615,0.7048341245417549,1.4439900600722986,0.4961274914221045,-0.9154317974047356
,,,,,,,,,,,,1.284633866678621,1.49917310852065,0.2583510601494879,-0.0330466830301456,1.472169551154027,0.9158011593537,-0.7956481421658727,-0.1256781435304234,1.4913077132312096,0.1077886904593563,-1.2846338666786206
1960.0,250000.0,1.0,6822.0,2306.0,2.0,0.0,2.0,3.0,108.41283607979184,64.0,2023.0,-0.3057750471165761,0.1358691455084923,0.2583510601494879,-0.0315050304712107,0.2996706611261616,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,-0.0547562567760924,-0.1703947060425364,0.3057750471165765
,,,,,,,,,,,,-0.2773748879416619,0.3458916479184734,0.2583510601494879,-0.0334114445942835,-0.5056170380688008,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,0.3395137117738825,0.7273026659458403,0.2773748879416623
2004.0,200000.0,2.0,6098.0,1344.0,2.0,2.0,2.0,3.0,148.8095238095238,20.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,-2.2653860301856583,0.2464073046716402,0.2583510601494879,-0.0343716184524064,-0.1551558313791531,-0.0403717448438985,,0.7048341245417549,0.2086160822152908,0.2446124979208241,2.2653860301856588
1951.0,114000.0,2.0,8843.0,1081.0,2.0,0.0,,4.0,105.45790934320074,73.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,0.8586314790549074,-1.6827467588185367,,-0.0336726994662786,-0.1551558313791531,-1.952717553239096,,,-1.67073743453959,-1.5846599604399088,-0.858631479054907
1958.0,515000.0,2.0,9583.0,2022.0,3.0,2.0,1.0,3.0,254.6983184965381,66.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,0.2622281363817085,-0.6273705249037196,-1.0773560807063711,-0.0298792787249097,-0.8818474511326871,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,-0.5010698611746641,-0.0451004264577215,-0.2622281363817081
1995.0,260000.0,1.0,8477.0,1900.0,3.0,2.0,1.0,3.0,136.8421052631579,29.0,2024.0,,,,,,,,,,,
1950.0,63500.0,1.0,6970.0,840.0,1.0,0.0,1.0,2.0,75.5952380952381,74.0,2024.0,0.94383195657965,0.5569668947014368,0.2583510601494879,-0.032692869289215,0.5779780899679406,0.9158011593537,0.6051788925132615,0.7048341245417549,0.7080247090452592,-0.014988449620573,-0.9438319565796498
,,,,,,,,,,,,-1.981384438436516,-0.2325913850353341,,-0.034543051411268,1.7169770117092953,,,0.7048341245417549,-0.1336102504860874,-0.8671694136097174,1.9813844384365165
1984.0,264900.0,2.0,871.0,1581.0,4.0,1.0,,2.0,167.5521821631879,40.0,2023.0,,,,,,,,,,,
1974.0,260000.0,1.0,7808.0,2086.0,2.0,2.0,1.0,3.0,124.64046021093002,50.0,2024.0,,,,,,,,,,,
2017.0,465000.0,2.0,4356.0,2204.0,4.0,2.0,2.0,3.0,210.98003629764065,7.0,2024.0,,,,,,,,,,,
1920.0,137000.0,2.0,,1419.0,3.0,0.0,2.0,3.0,96.54686398872444,104.0,2023.0,-1.2145801407138317,-0.5220960876054834,,-0.0344313338517196,1.7801115673261805,,,0.7048341245417549,-0.5273545257446625,-1.021804632110729,1.214580140713832
,,,,,,,,,,,,-0.0785737737172622,1.846578751604829,0.2583510601494879,-0.0327665182817013,2.098361266048029,0.9158011593537,-0.7956481421658727,0.7048341245417549,1.9644316754911797,0.020659233538049,0.0785737737172627
,,,,,,,,,,,,1.3130340258535351,0.8727902065961453,0.2583510601494879,,-0.39223253002215,0.9158011593537,2.006005927192396,-0.9561904116026017,0.8336654056898511,1.1486996278551933,-1.313034025853535
1910.0,150000.0,1.0,1530.0,1269.0,1.0,0.0,3.0,4.0,118.2033096926714,114.0,2023.0,,,,,,,,,,,
1956.0,495000.0,1.0,5635.0,1425.0,2.0,2.0,1.0,3.0,347.3684210526316,68.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,-1.981384438436516,0.8727902065961453,-1.0773560807063711,,-1.1253664513692438,-0.9965446490414972,-0.7956481421658727,-0.9561904116026017,0.9177763323138458,2.9265471981277376,1.9813844384365165
1951.0,312000.0,1.0,3920.0,901.0,1.0,1.0,,2.0,346.2819089900111,73.0,2024.0,,,,,,,,,,,
2019.0,645000.0,3.0,6970.0,2334.0,3.0,3.0,,4.0,276.3496143958869,5.0,2024.0,,,,,,,,,,,
1920.0,410000.0,,11252.0,1635.0,,0.0,1.0,,250.76452599388375,104.0,2024.0,,,,,,,,,,,
1965.0,144000.0,1.0,828.0,980.0,1.0,0.0,2.0,2.0,146.9387755102041,59.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,0.5746298873057651,1.0043832532189405,0.2583510601494879,-0.0337530664411875,0.184997692760799,0.9158011593537,0.6051788925132615,0.7048341245417549,1.0497253484552376,0.6059969932928657,-0.5746298873057647
1967.0,360000.0,2.0,12480.0,2034.0,2.0,0.0,2.0,4.0,176.99115044247787,57.0,2023.0,,,,,,,,,,,
2015.0,455555.0,3.0,10800.0,3532.0,3.0,2.0,1.0,4.0,128.97933182332957,9.0,2023.0,0.319028454731537,-0.2062727757107751,-1.0773560807063711,,-0.9217897210127572,-0.9965446490414972,-0.7956481421658727,-0.9561904116026017,-0.1383414901086871,0.629198363307374,-0.3190284547315365
,,,,,,,,,,,,0.7166306831803363,-0.4089260675098796,0.2583510601494879,-0.0341061337396266,-0.6769822604574887,0.9158011593537,0.6051788925132615,-0.9561904116026017,-0.3701722316160725,0.0283172967500636,-0.7166306831803358
2005.0,690000.0,4.0,8880.0,3135.0,4.0,3.0,2.0,4.0,220.0956937799043,19.0,2023.0,0.0634270221573088,-0.9642487242580752,0.2583510601494879,-0.0332531987861036,-0.5094824190249365,-1.952717553239096,,-0.1256781435304234,,-0.7610579647272375,-0.0634270221573084
1996.0,644000.0,3.0,13939.0,4006.0,4.0,3.0,2.0,6.0,160.75886170743885,28.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,1.1142329116291356,0.0832319268593742,1.594058201005347,-0.0321964850324244,0.3872859627985735,0.9158011593537,0.6051788925132615,2.3658586606861114,0.0771927593652991,-0.2576045105564573,-1.1142329116291352
2006.0,520000.0,2.0,12197.0,2731.0,2.0,2.0,,3.0,190.40644452581472,18.0,2024.0,,,,,,,,,,,
2000.0,250000.0,2.0,7841.0,1620.0,2.0,1.0,2.0,4.0,154.320987654321,24.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,0.0350268629823946,-0.995831055447546,-1.0773560807063711,-0.0350227651190837,-1.3959431182987512,-0.0403717448438985,-0.7956481421658727,-0.9561904116026017,-1.0057354209186322,0.0322862304325247,-0.0350268629823942
1993.0,85000.0,2.0,76666.0,1635.0,2.0,0.0,1.0,2.0,51.98776758409786,31.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,0.8586314790549074,-1.4243453887481512,,,-0.1551558313791531,-1.952717553239096,,-2.617214947746958,-1.683879766824589,-1.3396372748917866,-0.858631479054907
1984.0,395000.0,1.0,,959.0,2.0,1.0,1.0,2.0,411.8873826903024,40.0,2023.0,1.0574325932793072,0.8727902065961453,0.2583510601494879,-0.0342146167150456,-0.1809250377533919,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,0.9445866901752442,0.8688516567312475,-1.0574325932793067
,,,,,,,,,,,,0.0634270221573088,-0.0220425104388618,0.2583510601494879,0.0083552473844914,-0.4850016729694096,-0.0403717448438985,0.6051788925132615,-0.9561904116026017,-0.0279458989146941,0.2865653080316745,-0.0634270221573084
,,,,,,,,,,,,1.2278335483287923,1.1670322588447153,0.2583510601494879,-0.0343228508763007,1.1397467889263464,0.9158011593537,0.6051788925132615,0.7048341245417549,1.1595952463578303,0.0803313304887595,-1.227833548328792
,,,,,,,,,,,,0.4042289322562797,0.3727366294295236,-1.0773560807063711,,-1.0261550068284244,-0.0403717448438985,-0.7956481421658727,-0.9561904116026017,0.4714627279152741,1.7541284834307231,-0.4042289322562793
1932.0,275000.0,2.0,3920.0,1960.0,3.0,2.0,2.0,5.0,140.30612244897958,92.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,-0.4761760021660615,-0.590524471849337,-1.0773560807063711,-0.0333474993541856,-1.0016742607728977,-0.0403717448438985,,-0.9561904116026017,-0.5956946536266582,0.1618444222765843,0.476176002166062
1989.0,163000.0,2.0,3049.0,1504.0,2.0,2.0,2.0,2.0,108.37765957446808,35.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,0.3474286139064512,0.2674621921312874,0.2583510601494879,-0.0324803819933257,-0.1268097043674904,0.9158011593537,0.6051788925132615,-0.1256781435304234,0.2874700759252858,0.2397267308497747,-0.3474286139064508
1953.0,107000.0,1.0,871.0,1222.0,1.0,1.0,2.0,3.0,87.56137479541735,71.0,2024.0,,,,,,,,,,,
1966.0,61050.0,1.0,10890.0,1100.0,1.0,0.0,,3.0,55.5,58.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,-0.0217734553674338,-0.943193836798428,0.2583510601494879,-0.0308546302470247,0.3898628834359974,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,-0.9268814272086372,-1.032150834466942,0.0217734553674342
1976.0,565000.0,2.0,33316.0,2596.0,3.0,2.0,3.0,3.0,217.6425269645609,48.0,2023.0,,,,,,,,,,,
,,,,,,,,,,,,-0.2489747287667477,-0.1641630007914806,0.2583510601494879,-0.0286003739229527,1.021208439604848,0.9158011593537,0.6051788925132615,0.7048341245417549,-0.1336102504860874,-0.6687152079738207,0.2489747287667481
1963.0,375000.0,2.0,5663.0,1455.0,2.0,2.0,1.0,3.0,257.7319587628866,61.0,2024.0,-1.6405825283375453,-0.6495255302331334,-1.0773560807063711,-0.0344962743484727,-0.3071941489871619,-0.9965446490414972,0.6051788925132615,0.7048341245417549,-0.5536391903146608,-0.5269783761428494,1.6405825283375457
,,,,,,,,,,,,0.2906282955566228,0.8727902065961453,0.2583510601494879,-0.0319384647445587,0.313843724631993,-0.0403717448438985,-0.7956481421658727,-0.1256781435304234,0.9703456614538424,0.3932272227376516,-0.2906282955566223
,,,,,,,,,,,,1.3698343442033636,1.2412507371399717,-1.0773560807063711,,-1.313481657901187,-0.9965446490414972,-0.7956481421658727,-1.7867026796747798,1.5228493107152077,4.602033024364188,-1.3698343442033634
,,,,,,,,,,,,1.1426330708040495,2.622977726679321,-1.0773560807063711,-0.0349732511004866,0.6114780582544511,0.9158011593537,,-0.9561904116026017,2.731943880935131,1.402787640460787,-1.1426330708040493
2018.0,245000.0,1.0,3902.0,1200.0,2.0,2.0,1.0,2.0,204.16666666666663,6.0,2024.0,,,,,,,,,,,
,,,,,,,,,,,,0.20542781803188,0.3043082451856701,0.2583510601494879,-0.0334557335154407,-0.7182129906562708,-0.0403717448438985,,-0.1256781435304234,0.2611854113552875,0.9950080435215374,-0.2054278180318796
1957.0,125000.0,1.0,12632.0,1380.0,1.0,0.0,1.0,3.0,90.57971014492752,67.0,2024.0,-0.4477758429911473,-0.995831055447546,-1.0773560807063711,-0.0330222992420927,-0.8200013558345141,-0.9965446490414972,-0.7956481421658727,-0.1256781435304234,-1.0004784880046325,-0.6225973560447906,0.4477758429911477
1978.0,355000.0,2.0,6399.0,1378.0,2.0,2.0,1.0,4.0,257.6197387518142,46.0,2024.0,0.6598303648305078,2.80983985288369,-1.0773560807063711,-0.0332823100432688,1.4090349955371415,0.9158011593537,0.6051788925132615,0.7048341245417549,2.600520558085139,0.8505125686442996,-0.6598303648305074
