year_built,sold_date,sold_price,baths_full,lot_sqft,sqft,baths,garage,stories,beds,type,tags,city,state,list_price,price_per_sqft,age_of_house
1955.0,2023-12-29,250000.0,1.0,7250.0,1134.0,2.0,1.0,1.0,3.0,single_family,"['central_air', 'disability_features', 'dishwasher', 'single_story', 'garage_1_or_more', 'fenced_yard']",Dover,Delaware,259900.0,220.4585537918871,69.0
1994.0,2023-12-29,325000.0,2.0,52272.0,2080.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'disability_features', 'forced_air', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'no_hoa', 'front_porch', 'outbuilding', 'big_lot', 'farm', 'ranch', 'new_roof']",Dover,Delaware,325000.0,156.25,30.0
2022.0,2023-12-29,410000.0,2.0,28750.0,1649.0,2.0,2.0,2.0,3.0,single_family,"['central_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'corner_lot', 'front_porch', 'large_porch', 'big_lot', 'groundscare']",Dover,Delaware,399900.0,248.63553668890236,2.0
1978.0,2023-12-29,374000.0,2.0,10026.0,1744.0,3.0,1.0,2.0,4.0,single_family,"['central_air', 'dining_room', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard', 'shopping']",Dover,Delaware,369900.0,214.44954128440367,46.0
1973.0,2023-12-28,320000.0,2.0,20038.0,2361.0,3.0,1.0,1.0,3.0,single_family,"['central_air', 'disability_features', 'dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'modern_kitchen', 'large_kitchen']",Dover,Delaware,324999.0,135.53578991952563,51.0
2005.0,2023-12-28,275000.0,2.0,4678.0,1734.0,3.0,1.0,2.0,3.0,townhomes,"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'ensuite', 'shopping']",Dover,Delaware,275000.0,158.59284890426758,19.0
2017.0,2023-12-22,401000.0,3.0,8025.0,2240.0,4.0,2.0,3.0,4.0,single_family,"['central_air', 'central_heat', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'shopping']",Dover,Delaware,401000.0,179.01785714285714,7.0
2019.0,2023-12-22,800000.0,2.0,10181.0,1965.0,3.0,,2.0,3.0,single_family,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'view', 'washer_dryer', 'water_view', 'two_or_more_stories', 'waterfront', 'gourmet_kitchen', 'ensuite', 'views']",Dover,Delaware,850000.0,407.1246819338422,5.0
1974.0,2023-12-22,265000.0,1.0,22000.0,1092.0,1.0,,1.0,3.0,single_family,"['central_air', 'forced_air', 'basement', 'single_story', 'no_hoa', 'shopping']",Dover,Delaware,270000.0,242.67399267399267,50.0
1963.0,2023-12-21,335000.0,2.0,47916.0,1850.0,3.0,2.0,2.0,4.0,single_family,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'fireplace', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_lot', 'new_roof']",Dover,Delaware,325000.0,181.0810810810811,61.0
1964.0,2023-12-20,285000.0,2.0,8000.0,2095.0,2.0,,1.0,4.0,single_family,"['carport', 'central_air', 'basement', 'single_story', 'updated_kitchen', 'fenced_yard', 'groundscare', 'shopping']",Dover,Delaware,285000.0,136.0381861575179,60.0
1980.0,2023-12-20,118000.0,1.0,,1000.0,2.0,,1.0,2.0,condos,"['central_air', 'dishwasher', 'forced_air', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'single_story', 'updated_kitchen', 'tennis_court', 'rental_property', 'playground', 'tennis', 'shopping']",Dover,Delaware,117000.0,118.0,44.0
1998.0,2023-12-19,249900.0,1.0,2674.0,1804.0,2.0,1.0,3.0,3.0,townhomes,"['central_air', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'rental_property', 'medicalcare', 'shopping']",Dover,Delaware,249900.0,138.52549889135256,26.0
2018.0,2023-12-18,250000.0,2.0,2000.0,1220.0,2.0,,2.0,3.0,townhomes,"['central_air', 'central_heat', 'dishwasher', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'efficient', 'community_center', 'medicalcare']",Dover,Delaware,245000.0,204.91803278688525,6.0
1965.0,2023-12-18,285000.0,1.0,10019.0,1746.0,2.0,1.0,2.0,4.0,single_family,"['dining_room', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'floor_plan', 'new_roof', 'groundscare']",Dover,Delaware,275000.0,163.23024054982818,59.0
1880.0,2023-12-15,315000.0,2.0,7405.0,2297.0,2.0,1.0,3.0,4.0,single_family,"['central_air', 'dining_room', 'dishwasher', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'park', 'shopping']",Dover,Delaware,335900.0,137.1353939921637,144.0
1994.0,2023-12-15,180000.0,1.0,2008.0,1260.0,2.0,1.0,2.0,3.0,townhomes,"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard', 'new_roof', 'medicalcare', 'fixer_upper']",Dover,Delaware,190000.0,142.85714285714286,30.0
1978.0,2023-12-15,145000.0,2.0,3300.0,1524.0,3.0,,2.0,3.0,townhomes,"['central_air', 'forced_air', 'two_or_more_stories']",Dover,Delaware,150000.0,95.14435695538057,46.0
2004.0,2023-12-13,405000.0,2.0,14504.0,3085.0,3.0,,2.0,5.0,single_family,"['carport', 'central_air', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'big_yard', 'cathedral_ceiling', 'master_bedroom', 'open_floor_plan', 'floor_plan']",Dover,Delaware,419500.0,131.28038897893032,20.0
1970.0,2023-12-12,75000.0,1.0,20038.0,980.0,1.0,,1.0,3.0,mobile,['single_story'],Dover,Delaware,75000.0,76.53061224489795,54.0
1999.0,2023-12-08,505000.0,2.0,43560.0,2570.0,3.0,2.0,2.0,4.0,single_family,"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch']",Dover,Delaware,515000.0,196.49805447470817,25.0
2007.0,2023-12-08,241000.0,2.0,2420.0,1955.0,3.0,1.0,3.0,3.0,townhomes,"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'efficient']",Dover,Delaware,235000.0,123.27365728900256,17.0
1984.0,2023-12-08,217000.0,2.0,5301.0,1360.0,3.0,,2.0,2.0,townhomes,"['central_air', 'central_heat', 'forced_air', 'basement', 'two_or_more_stories', 'private_backyard', 'private_bathroom', 'big_lot', 'beach', 'shopping']",Dover,Delaware,229500.0,159.55882352941177,40.0
2007.0,2023-12-06,510000.0,3.0,21970.0,4182.0,4.0,4.0,1.0,3.0,single_family,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'fireplace', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'open_floor_plan', 'floor_plan']",Dover,Delaware,525000.0,121.95121951219512,17.0
1960.0,2023-12-06,250000.0,1.0,6822.0,2306.0,2.0,,2.0,3.0,single_family,"['central_air', 'central_heat', 'dining_room', 'basement', 'two_or_more_stories', 'fixer_upper']",Dover,Delaware,250000.0,108.41283607979184,64.0
1900.0,2023-12-06,280000.0,,2600.0,3088.0,,,,4.0,multi_family,['rental_property'],Dover,Delaware,299900.0,90.67357512953367,124.0
1980.0,2023-12-05,250000.0,2.0,43560.0,985.0,2.0,,1.0,3.0,single_family,"['central_air', 'disability_features', 'forced_air', 'single_story', 'big_lot', 'maintenance']",Dover,Delaware,255000.0,253.80710659898477,44.0
1981.0,2023-12-05,115000.0,1.0,,800.0,2.0,,3.0,2.0,condos,"['central_air', 'dishwasher', 'forced_air', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'updated_kitchen', 'rental_property', 'park', 'shopping']",Dover,Delaware,119500.0,143.75,43.0
1978.0,2023-12-01,290000.0,1.0,12197.0,1770.0,2.0,1.0,2.0,4.0,single_family,"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'beautiful_backyard', 'high_ceiling', 'cathedral_ceiling', 'master_bedroom', 'new_roof']",Dover,Delaware,275000.0,163.8418079096045,46.0
1985.0,2023-11-30,149900.0,2.0,4792.0,1064.0,2.0,,2.0,3.0,townhomes,"['central_air', 'forced_air', 'two_or_more_stories']",Dover,Delaware,149900.0,140.88345864661653,39.0
2018.0,2023-11-30,450000.0,2.0,10376.0,1943.0,2.0,2.0,1.0,2.0,single_family,"['central_air', 'dishwasher', 'forced_air', 'recreation_facilities', 'senior_community', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'corner_lot', 'screen_porch', 'pond', 'smart_homes', 'shopping']",Dover,Delaware,469900.0,231.60061760164695,6.0
1930.0,2023-11-30,283000.0,2.0,9100.0,2200.0,3.0,,3.0,5.0,single_family,"['basement', 'two_or_more_stories', 'modern_kitchen', 'rental_property']",Dover,Delaware,299000.0,128.63636363636363,94.0
1951.0,2023-11-30,231000.0,1.0,10220.0,1064.0,1.0,,1.0,3.0,single_family,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'basement', 'single_story', 'big_yard', 'farm', 'ranch']",Dover,Delaware,231000.0,217.10526315789474,73.0
2021.0,2023-11-30,585000.0,2.0,27831.0,2770.0,3.0,2.0,2.0,4.0,single_family,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_bathroom', 'well_water']",Dover,Delaware,605000.0,211.1913357400722,3.0
2013.0,2023-11-30,300000.0,2.0,2600.0,1202.0,2.0,1.0,1.0,2.0,townhomes,"['central_air', 'dishwasher', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'senior_community', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'waterfront', 'updated_kitchen']",Dover,Delaware,300000.0,249.58402662229616,11.0
2015.0,2023-11-30,455555.0,3.0,10800.0,3532.0,3.0,2.0,1.0,4.0,single_family,"['central_air', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'floor_plan', 'farm', 'ranch']",Dover,Delaware,449500.0,128.97933182332955,9.0
1989.0,2023-11-30,390000.0,2.0,10894.0,2300.0,3.0,2.0,2.0,4.0,single_family,"['central_air', 'forced_air', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'no_hoa', 'solar_system', 'solar_panels', 'shopping']",Dover,Delaware,393000.0,169.56521739130434,35.0
2015.0,2023-11-29,405000.0,2.0,7804.0,1794.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'disability_features', 'forced_air', 'recreation_facilities', 'senior_community', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan', 'tennis_court', 'library', 'water_view', 'pond', 'tennis', 'groundscare', 'medicalcare', 'shopping']",Dover,Delaware,420000.0,225.752508361204,9.0
2005.0,2023-11-27,279000.0,1.0,4497.0,1848.0,2.0,2.0,2.0,3.0,townhomes,"['central_air', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'private_bathroom', 'master_bedroom', 'shopping']",Dover,Delaware,279000.0,150.97402597402598,19.0
2007.0,2023-11-22,319999.0,2.0,3920.0,2081.0,3.0,1.0,2.0,3.0,townhomes,"['central_air', 'dishwasher', 'forced_air', 'recreation_facilities', 'senior_community', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'fenced_yard', 'high_ceiling', 'library', 'ensuite', 'clubhouse', 'shopping']",Dover,Delaware,319999.0,153.77174435367613,17.0
1952.0,2023-11-22,135500.0,2.0,11250.0,1126.0,2.0,,1.0,3.0,single_family,"['carport', 'central_air', 'central_heat', 'dining_room', 'basement', 'single_story']",Dover,Delaware,125000.0,120.33747779751332,72.0
1993.0,2024-01-16,410000.0,2.0,13068.0,1824.0,2.0,2.0,1.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite', 'views']",Tallahassee,Florida,425000.0,224.78070175438597,31.0
2009.0,2024-01-16,490000.0,2.0,8276.0,2521.0,3.0,2.0,1.0,3.0,single_family,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'floor_plan', 'new_roof']",Tallahassee,Florida,525000.0,194.3673145577152,15.0
1994.0,2024-01-12,211000.0,2.0,6098.0,1054.0,2.0,,1.0,3.0,single_family,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'fireplace', 'single_story', 'shopping']",Tallahassee,Florida,225000.0,200.1897533206831,30.0
1967.0,2024-01-12,200000.0,1.0,,1024.0,2.0,,2.0,2.0,condos,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'recreation_facilities', 'two_or_more_stories', 'master_bedroom', 'shopping']",Tallahassee,Florida,215000.0,195.3125,57.0
1982.0,2024-01-12,284900.0,2.0,3920.0,1792.0,3.0,,2.0,3.0,townhomes,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'fireplace', 'two_or_more_stories', 'big_bathroom', 'ensuite', 'maintenance', 'medicalcare', 'shopping']",Tallahassee,Florida,299000.0,158.984375,42.0
1955.0,2024-01-12,415000.0,2.0,10454.0,1296.0,2.0,,2.0,2.0,single_family,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'lake_view', 'view', 'washer_dryer', 'water_view', 'two_or_more_stories', 'waterfront', 'modern_kitchen', 'open_kitchen', 'large_porch', 'lake']",Tallahassee,Florida,415000.0,320.21604938271605,69.0
1997.0,2024-01-12,194628.0,2.0,41382.0,1222.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'high_ceiling', 'fixer_upper']",Tallahassee,Florida,183000.0,159.27004909983634,27.0
1988.0,2024-01-12,520000.0,2.0,23958.0,2584.0,2.0,2.0,1.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'master_bedroom', 'floor_plan', 'ensuite', 'park', 'shopping']",Tallahassee,Florida,520000.0,201.23839009287926,36.0
1963.0,2024-01-12,68000.0,2.0,55757.0,1116.0,2.0,,1.0,2.0,single_family,"['community_outdoor_space', 'dining_room', 'fireplace', 'hardwood_floors', 'single_story', 'rental_property', 'big_lot', 'fixer_upper']",Tallahassee,Florida,81500.0,60.93189964157706,61.0
1984.0,2024-01-12,145000.0,2.0,3485.0,928.0,2.0,,2.0,2.0,townhomes,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories']",Tallahassee,Florida,135000.0,156.25,40.0
2001.0,2024-01-12,350000.0,2.0,4792.0,1648.0,2.0,2.0,1.0,3.0,townhomes,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'trails']",Tallahassee,Florida,335000.0,212.37864077669903,23.0
1977.0,2024-01-12,169500.0,2.0,19166.0,1512.0,2.0,2.0,1.0,3.0,single_family,"['dining_room', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",Tallahassee,Florida,190000.0,112.10317460317461,47.0
2001.0,2024-01-12,297000.0,2.0,6970.0,1411.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'new_roof', 'playground', 'shopping']",Tallahassee,Florida,300000.0,210.48901488306166,23.0
1999.0,2024-01-12,570000.0,2.0,96268.0,2667.0,3.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'floor_plan', 'front_porch', 'big_lot']",Tallahassee,Florida,599900.0,213.72328458942633,25.0
2019.0,2024-01-12,460000.0,2.0,3485.0,1768.0,3.0,2.0,2.0,3.0,single_family,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'front_porch', 'fenced_courtyard', 'shopping']",Tallahassee,Florida,470000.0,260.18099547511315,5.0
1998.0,2024-01-12,312000.0,2.0,6098.0,1624.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'vaulted_ceiling', 'master_bedroom', 'new_roof']",Tallahassee,Florida,325000.0,192.11822660098522,26.0
1995.0,2024-01-12,425000.0,2.0,6098.0,1893.0,2.0,2.0,1.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'shopping']",Tallahassee,Florida,435000.0,224.51135763338615,29.0
1991.0,2024-01-12,244500.0,2.0,1307.0,1174.0,2.0,,1.0,2.0,townhomes,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'washer_dryer', 'single_story', 'updated_kitchen', 'shopping']",Tallahassee,Florida,249500.0,208.26235093696764,33.0
2006.0,2024-01-12,299000.0,2.0,6970.0,1706.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'master_bedroom', 'floor_plan', 'ensuite']",Tallahassee,Florida,299000.0,175.26377491207504,18.0
1960.0,2024-01-12,59000.0,2.0,5227.0,1088.0,2.0,,1.0,4.0,single_family,"['single_story', 'investment_opportunity']",Tallahassee,Florida,64000.0,54.22794117647059,64.0
1958.0,2024-01-12,79000.0,1.0,7841.0,850.0,1.0,,1.0,3.0,single_family,"['carport', 'central_air', 'central_heat', 'family_room', 'hardwood_floors', 'single_story', 'big_yard', 'fenced_yard', 'rental_property', 'fixer_upper']",Tallahassee,Florida,79000.0,92.94117647058823,66.0
2004.0,2024-01-12,660000.0,4.0,27443.0,3281.0,4.0,2.0,1.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'new_roof']",Tallahassee,Florida,689000.0,201.15818348064616,20.0
2007.0,2024-01-12,570000.0,3.0,9148.0,2966.0,4.0,2.0,2.0,5.0,single_family,"['central_air', 'central_heat', 'community_clubhouse', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'floor_plan', 'master_suite', 'tennis_court', 'community_center', 'golf_course', 'tennis']",Tallahassee,Florida,599900.0,192.17801753202966,17.0
2000.0,2024-01-12,60000.0,,69696.0,1635.0,0.0,,,,land,"['lake_view', 'view', 'water_view', 'waterfront', 'lake']",Tallahassee,Florida,72000.0,36.69724770642202,24.0
2000.0,2024-01-11,55000.0,,221285.0,1635.0,0.0,,,,land,,Tallahassee,Florida,58000.0,33.63914373088685,24.0
1976.0,2024-01-11,228000.0,2.0,10890.0,1250.0,2.0,,2.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'two_or_more_stories', 'new_roof', 'shopping']",Tallahassee,Florida,225000.0,182.4,48.0
2004.0,2024-01-11,151000.0,3.0,871.0,1209.0,3.0,,2.0,3.0,condos,"['central_air', 'central_heat', 'community_clubhouse', 'community_outdoor_space', 'dining_room', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'community_swimming_pool', 'basketball_court', 'investment_opportunity', 'clubhouse', 'basketball', 'hoa', 'maintenance', 'shopping']",Tallahassee,Florida,153900.0,124.89660876757651,20.0
1981.0,2024-01-11,430000.0,3.0,35284.0,2440.0,3.0,2.0,2.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'vaulted_ceiling']",Tallahassee,Florida,440000.0,176.2295081967213,43.0
1999.0,2024-01-11,172000.0,2.0,12632.0,1137.0,2.0,,1.0,3.0,single_family,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'single_story']",Tallahassee,Florida,172000.0,151.27528583992964,25.0
1966.0,2024-01-11,295000.0,2.0,12197.0,1452.0,2.0,,1.0,3.0,single_family,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'master_bedroom', 'farm', 'ranch', 'groundscare']",Tallahassee,Florida,295000.0,203.168044077135,58.0
1971.0,2024-01-11,185000.0,2.0,10019.0,1512.0,3.0,,1.0,4.0,single_family,"['dining_room', 'washer_dryer', 'single_story', 'fenced_yard', 'floor_plan', 'fixer_upper']",Tallahassee,Florida,210000.0,122.35449735449735,53.0
1994.0,2024-01-11,282000.0,2.0,11326.0,1553.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'screen_porch', 'shopping']",Tallahassee,Florida,295000.0,181.58403090792015,30.0
2005.0,2024-01-11,472500.0,2.0,8276.0,2045.0,3.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'corner_lot', 'new_roof', 'golf_course', 'shopping']",Tallahassee,Florida,490000.0,231.05134474327627,19.0
1967.0,2024-01-10,68000.0,1.0,871.0,710.0,1.0,,,1.0,condos,"['central_air', 'central_heat', 'community_security_features', 'recreation_facilities', 'shopping']",Tallahassee,Florida,89000.0,95.77464788732394,57.0
2020.0,2024-01-10,810000.0,2.0,23087.0,2670.0,3.0,3.0,1.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'coffer_ceiling', 'floor_plan', 'big_lot', 'gated_community', 'security']",Tallahassee,Florida,815000.0,303.3707865168539,4.0
1988.0,2024-01-10,194900.0,2.0,7841.0,960.0,2.0,,2.0,2.0,townhomes,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'big_yard', 'shopping']",Tallahassee,Florida,194900.0,203.02083333333334,36.0
1977.0,2024-01-10,278000.0,2.0,40946.0,1865.0,2.0,,1.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'floor_plan', 'outbuilding', 'big_lot', 'new_roof']",Tallahassee,Florida,299900.0,149.06166219839142,47.0
1970.0,2024-01-10,236000.0,2.0,22651.0,2590.0,2.0,,1.0,3.0,single_family,"['carport', 'central_air', 'central_heat', 'fireplace', 'single_story', 'corner_lot', 'rental_property', 'big_lot', 'park', 'golf_course']",Tallahassee,Florida,240000.0,91.11969111969113,54.0
2002.0,2024-01-10,415000.0,2.0,10890.0,2123.0,2.0,2.0,1.0,4.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'private_backyard', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'front_porch', 'solar_system', 'solar_panels']",Tallahassee,Florida,420000.0,195.47809703250118,22.0
2019.0,2024-01-10,112000.0,2.0,44867.0,1155.0,2.0,,2.0,3.0,mobile,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'energy_efficient', 'two_or_more_stories', 'master_bathroom', 'master_suite', 'front_porch', 'big_lot', 'ensuite', 'shopping']",Tallahassee,Florida,114900.0,96.96969696969697,5.0
2016.0,2024-01-10,559900.0,3.0,28750.0,2142.0,3.0,2.0,1.0,4.0,single_family,"['central_air', 'central_heat', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'master_bathroom', 'floor_plan']",Tallahassee,Florida,559900.0,261.391223155929,8.0
1991.0,2024-01-09,234900.0,2.0,6970.0,1248.0,2.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_yard', 'fenced_yard']",Tallahassee,Florida,234900.0,188.22115384615384,33.0
1992.0,2024-01-08,50000.0,2.0,32670.0,1012.0,2.0,,2.0,3.0,mobile,"['central_air', 'central_heat', 'dishwasher', 'two_or_more_stories', 'rental_property', 'investment_opportunity']",Tallahassee,Florida,72500.0,49.40711462450593,32.0
1970.0,2024-01-08,425000.0,4.0,,4290.0,8.0,,2.0,8.0,multi_family,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'two_or_more_stories', 'rental_property']",Tallahassee,Florida,449000.0,99.06759906759906,54.0
2018.0,2024-01-08,875000.0,3.0,23087.0,2518.0,4.0,2.0,1.0,3.0,single_family,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'kitchen_island', 'large_kitchen', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'solar_system', 'big_lot', 'gated_community', 'solar_panels', 'security']",Tallahassee,Florida,899900.0,347.49801429706116,6.0
